Team,Year,Win/Loss,Home/Away,Date,Opponent,SP,Kills,Errors,Attack Attempts,Hitting percentage,Assists,Service Aces,Service errors,Reception Errors,Digs,Block solo,Block assists,Blocking errors,Total Blocks,BHE,,,,,
St. Cloud State,2017,0,1,Oct 06 ,CONCORDIA-ST. PAUL  ,3 ,26 ,14 ,97 ,.124 ,26 ,2 ,4 ,7 ,30 ,0 ,2 ,1 ,1.0 ,0 ,,,,,
St. Cloud State,2017,1,1,Oct 07 ,MINNESOTA STATE  ,5 ,58 ,26 ,175 ,.183 ,52 ,8 ,9 ,6 ,80 ,0 ,24 ,1 ,12.0 ,4 ,,,,,
St. Cloud State,2017,0,0,Oct 13 ,at Upper Iowa  ,4 ,45 ,27 ,188 ,.096 ,42 ,3 ,6 ,3 ,96 ,1 ,4 ,1 ,3.0 ,2 ,,,,,
St. Cloud State,2017,0,0,Oct 14 ,at Winona State  ,3 ,28 ,22 ,111 ,.054 ,27 ,5 ,7 ,4 ,48 ,0 ,6 ,1 ,3.0 ,0 ,,,,,
St. Cloud State,2017,1,1,Oct 20 ,MARY  ,5 ,57 ,25 ,182 ,.176 ,55 ,9 ,13 ,9 ,79 ,3 ,18 ,2 ,12.0 ,3 ,,,,,
St. Cloud State,2017,1,1,Oct 21 ,MINOT STATE  ,3 ,50 ,10 ,107 ,.374 ,44 ,5 ,6 ,2 ,60 ,1 ,2 ,0 ,2.0 ,3 ,,,,,
St. Cloud State,2017,0,0,Oct 27 ,at Northern State  ,3 ,30 ,15 ,106 ,.142 ,29 ,1 ,7 ,2 ,42 ,1 ,10 ,0 ,6.0 ,0 ,,,,,
St. Cloud State,2017,1,0,Oct 28 ,at MSU Moorhead  ,4 ,53 ,27 ,158 ,.165 ,51 ,7 ,6 ,4 ,76 ,2 ,14 ,2 ,9.0 ,0 ,,,,,
St. Cloud State,2017,0,1,Oct 31 ,UMD  ,3 ,38 ,15 ,117 ,.197 ,38 ,3 ,3 ,9 ,50 ,0 ,10 ,3 ,5.0 ,1 ,,,,,
St. Cloud State,2017,1,1,Nov 03 ,SIOUX FALLS  ,5 ,55 ,24 ,181 ,.171 ,55 ,7 ,3 ,11 ,71 ,0 ,20 ,0 ,10.0 ,1 ,,,,,
St. Cloud State,2017,0,1,Nov 04 ,SOUTHWEST MINN STATE ,4 ,37 ,26 ,163 ,.067 ,36 ,8 ,2 ,5 ,78 ,1 ,20 ,2 ,11.0 ,0 ,,,,,
St. Cloud State,2017,0,0,Nov 11 ,at Augustana  ,3 ,34 ,22 ,133 ,.090 ,31 ,1 ,1 ,5 ,54 ,2 ,8 ,0 ,6.0 ,5 ,,,,,
St. Cloud State,2017,0,0,Nov 10 ,at Wayne State  ,3 ,37 ,21 ,127 ,.126 ,37 ,1 ,9 ,4 ,57 ,0 ,6 ,1 ,3.0 ,3 ,,,,,
Upper Iowa,2019,0,1,09/20/19  ,vs Minn. Duluth  ,3 ,30 ,9 ,104 ,.202 ,29 ,2 ,6 ,3 ,40 ,0 ,14 ,0 ,7.0 ,1 ,,,,,
Upper Iowa,2019,0,1,09/21/19  ,vs St. Cloud St.  ,5 ,60 ,22 ,186 ,.204 ,52 ,5 ,15 ,3 ,85 ,2 ,22 ,2 ,13.0 ,6 ,,,,,
Upper Iowa,2019,1,1,09/27/19  ,vs Minn.-Crookston  ,3 ,44 ,16 ,108 ,.259 ,38 ,4 ,3 ,1 ,53 ,1 ,2 ,1 ,2.0 ,2 ,,,,,
Upper Iowa,2019,1,1,09/28/19  ,vs Bemidji St.  ,3 ,44 ,10 ,94 ,.362 ,40 ,4 ,8 ,5 ,48 ,0 ,14 ,2 ,7.0 ,2 ,,,,,
Upper Iowa,2019,0,1,10/04/19  ,vs Southwest Minn. St.  ,3 ,39 ,13 ,102 ,.255 ,38 ,2 ,8 ,9 ,44 ,2 ,2 ,0 ,3.0 ,0 ,,,,,
Upper Iowa,2019,1,1,10/05/19  ,vs Sioux Falls  ,5 ,61 ,21 ,189 ,.212 ,58 ,5 ,6 ,8 ,79 ,0 ,20 ,3 ,10.0 ,4 ,,,,,
Upper Iowa,2019,1,1,10/11/19  ,AUGUSTANA (SD)  ,3 ,44 ,7 ,103 ,.359 ,38 ,2 ,3 ,1 ,56 ,2 ,12 ,1 ,8.0 ,2 ,,,,,
Upper Iowa,2019,0,1,10/12/19  ,WAYNE ST. (NE)  ,5 ,68 ,31 ,228 ,.162 ,66 ,5 ,11 ,5 ,99 ,0 ,10 ,0 ,5.0 ,1 ,,,,,
Upper Iowa,2019,0,1,10/15/19  ,MINNESOTA ST.  ,4 ,49 ,17 ,141 ,.227 ,47 ,3 ,10 ,9 ,47 ,1 ,10 ,1 ,6.0 ,2 ,,,,,
Upper Iowa,2019,1,0,10/18/19  ,at MSU Moorhead  ,4 ,68 ,20 ,164 ,.293 ,62 ,3 ,8 ,6 ,81 ,0 ,8 ,0 ,4.0 ,0 ,,,,,
Upper Iowa,2019,0,0,10/19/19  ,at Northern St.  ,3 ,29 ,19 ,99 ,.101 ,28 ,2 ,2 ,2 ,33 ,0 ,10 ,0 ,5.0 ,1 ,,,,,
Upper Iowa,2019,1,1,10/25/19  ,MINOT STATE  ,3 ,51 ,12 ,109 ,.358 ,50 ,4 ,3 ,2 ,50 ,1 ,14 ,3 ,8.0 ,0 ,,,,,
Upper Iowa,2019,1,1,10/26/19  ,MARY  ,3 ,44 ,6 ,99 ,.384 ,40 ,7 ,6 ,0 ,46 ,0 ,8 ,0 ,4.0 ,1 ,,,,,
Upper Iowa,2019,1,1,10/31/19  ,WINONA ST.  ,3 ,49 ,13 ,114 ,.316 ,48 ,9 ,3 ,6 ,48 ,2 ,6 ,0 ,5.0 ,0 ,,,,,
Upper Iowa,2019,0,0,11/02/19  ,at Concordia-St. Paul  ,3 ,29 ,20 ,120 ,.075 ,26 ,0 ,3 ,5 ,52 ,0 ,2 ,1 ,1.0 ,1 ,,,,,
Upper Iowa,2019,1,0,11/04/19  ,at Minnesota St.  ,3 ,47 ,14 ,127 ,.260 ,42 ,5 ,4 ,3 ,49 ,1 ,6 ,0 ,4.0 ,2 ,,,,,
Upper Iowa,2019,1,0,11/08/19  ,at Minn.-Crookston  ,3 ,49 ,11 ,124 ,.306 ,47 ,3 ,4 ,2 ,62 ,2 ,8 ,0 ,6.0 ,0 ,,,,,
Upper Iowa,2019,1,0,11/09/19  ,at Bemidji St.  ,3 ,45 ,10 ,99 ,.354 ,40 ,8 ,10 ,3 ,42 ,4 ,4 ,1 ,6.0 ,1 ,,,,,
Upper Iowa,2019,1,1,11/15/19  ,MINN. DULUTH  ,5 ,53 ,22 ,159 ,.195 ,50 ,6 ,7 ,2 ,64 ,4 ,18 ,1 ,13.0 ,0 ,,,,,
Upper Iowa,2019,0,1,11/16/19  ,ST. CLOUD ST.  ,5 ,72 ,24 ,196 ,.245 ,69 ,5 ,8 ,8 ,101 ,0 ,14 ,2 ,7.0 ,1 ,,,,,
Upper Iowa,2019,1,0,11/22/19  ,vs Northern St.  ,5 ,70 ,20 ,202 ,.248 ,68 ,11 ,10 ,9 ,104 ,1 ,16 ,1 ,9.0 ,2 ,,,,,
Upper Iowa,2019,0,0,11/23/19  ,vs St. Cloud St.  ,5 ,65 ,32 ,210 ,.157 ,61 ,6 ,10 ,4 ,88 ,0 ,26 ,1 ,13.0 ,3 ,,,,,
Upper Iowa,2018,0,1,Sep 06 ,CONCORDIA-ST. PAUL  ,3 ,30 ,15 ,109 ,.138 ,29 ,4 ,5 ,6 ,55 ,0 ,8 ,0 ,4.0 ,3 ,,,,,
Upper Iowa,2018,0,0,Sep 08 ,at Minnesota State  ,5 ,61 ,25 ,196 ,.184 ,58 ,5 ,6 ,8 ,88 ,5 ,12 ,0 ,11.0 ,2 ,,,,,
Upper Iowa,2018,1,0,Sep 11 ,at Winona State  ,4 ,56 ,15 ,154 ,.266 ,53 ,3 ,5 ,5 ,77 ,0 ,20 ,0 ,10.0 ,0 ,,,,,
Upper Iowa,2018,0,0,Sep 14 ,at Sioux Falls  ,3 ,37 ,12 ,112 ,.223 ,33 ,2 ,4 ,5 ,50 ,0 ,10 ,2 ,5.0 ,2 ,,,,,
Upper Iowa,2018,0,0,Sep 15 ,at Southwest Minnesota  ,4 ,53 ,22 ,169 ,.183 ,48 ,3 ,4 ,6 ,75 ,0 ,10 ,0 ,5.0 ,0 ,,,,,
Upper Iowa,2018,0,1,Sep 21 ,WAYNE STATE  ,3 ,54 ,34 ,191 ,.105 ,49 ,5 ,5 ,1 ,104 ,2 ,4 ,2 ,4.0 ,2 ,,,,,
Upper Iowa,2018,1,1,Sep 22 ,AUGUSTANA  ,3 ,37 ,12 ,113 ,.221 ,34 ,6 ,8 ,0 ,61 ,4 ,12 ,0 ,10.0 ,0 ,,,,,
Upper Iowa,2018,1,0,Sep 28 ,at University of Mary  ,3 ,32 ,6 ,76 ,.342 ,30 ,3 ,9 ,2 ,41 ,0 ,16 ,0 ,8.0 ,0 ,,,,,
Upper Iowa,2018,1,0,Sep 29 ,at Minot State  ,3 ,42 ,10 ,108 ,.296 ,37 ,7 ,4 ,2 ,45 ,0 ,6 ,1 ,3.0 ,0 ,,,,,
Upper Iowa,2018,0,1,Oct 05 ,NORTHERN STATE  ,4 ,53 ,23 ,206 ,.146 ,49 ,4 ,1 ,1 ,103 ,0 ,14 ,0 ,7.0 ,7 ,,,,,
Upper Iowa,2018,1,1,Oct 06 ,MSU MOORHEAD  ,3 ,49 ,10 ,115 ,.339 ,45 ,4 ,6 ,0 ,63 ,0 ,12 ,0 ,6.0 ,1 ,,,,,
Upper Iowa,2018,1,1,Oct 09 ,WINONA STATE  ,3 ,42 ,11 ,110 ,.282 ,40 ,2 ,5 ,1 ,66 ,1 ,14 ,0 ,8.0 ,0 ,,,,,
Upper Iowa,2018,0,0,Oct 13 ,at UMD  ,3 ,40 ,10 ,116 ,.259 ,37 ,3 ,3 ,5 ,49 ,1 ,6 ,0 ,4.0 ,1 ,,,,,
Upper Iowa,2018,1,0,Oct 12 ,at St. Cloud State  ,5 ,59 ,18 ,208 ,.197 ,53 ,4 ,9 ,6 ,107 ,1 ,16 ,2 ,9.0 ,4 ,,,,,
Upper Iowa,2018,1,1,Oct 19 ,BEMIDJI STATE  ,4 ,57 ,16 ,166 ,.247 ,52 ,8 ,9 ,5 ,81 ,1 ,6 ,2 ,4.0 ,2 ,,,,,
Upper Iowa,2018,1,1,Oct 20 ,MINNESOTA CROOKSTON  ,3 ,46 ,7 ,86 ,.453 ,44 ,7 ,7 ,2 ,42 ,0 ,8 ,0 ,4.0 ,0 ,,,,,
Upper Iowa,2018,1,0,Oct 26 ,at Augustana  ,3 ,43 ,13 ,106 ,.283 ,39 ,7 ,4 ,3 ,52 ,0 ,16 ,0 ,8.0 ,3 ,,,,,
Upper Iowa,2018,0,0,Oct 27 ,at Wayne State  ,5 ,73 ,38 ,250 ,.140 ,71 ,7 ,6 ,7 ,132 ,0 ,24 ,0 ,12.0 ,1 ,,,,,
Upper Iowa,2018,0,1,Nov 2 ,SOUTHWEST MINNESOTA  ,5 ,51 ,26 ,187 ,.134 ,48 ,4 ,2 ,3 ,87 ,5 ,14 ,3 ,12.0 ,0 ,,,,,
Upper Iowa,2018,1,1,Nov 03 ,SIOUX FALLS  ,4 ,54 ,24 ,150 ,.200 ,53 ,7 ,5 ,4 ,72 ,0 ,24 ,1 ,12.0 ,0 ,,,,,
Upper Iowa,2018,0,0,Nov 06 ,at UMD  ,4 ,43 ,14 ,168 ,.173 ,41 ,0 ,10 ,5 ,80 ,1 ,20 ,4 ,11.0 ,0 ,,,,,
Upper Iowa,2017,0,0,Sep 14 ,at Concordia-St. Paul  ,4 ,54 ,24 ,157 ,.191 ,53 ,4 ,3 ,6 ,73 ,0 ,8 ,1 ,4.0 ,3 ,,,,,
Upper Iowa,2017,1,1,Sep 16 ,MINNESOTA STATE  ,4 ,43 ,13 ,130 ,.231 ,42 ,6 ,6 ,10 ,59 ,1 ,14 ,2 ,8.0 ,0 ,,,,,
Upper Iowa,2017,0,1,Sep 19 ,WINONA STATE  ,4 ,44 ,17 ,171 ,.158 ,43 ,3 ,5 ,5 ,86 ,3 ,10 ,1 ,8.0 ,2 ,,,,,
Upper Iowa,2017,1,1,Sep 22 ,MSU MOORHEAD  ,3 ,34 ,13 ,121 ,.174 ,34 ,4 ,3 ,1 ,67 ,1 ,10 ,1 ,6.0 ,1 ,,,,,
Upper Iowa,2017,0,1,Sep 23 ,NORTHERN STATE  ,4 ,41 ,15 ,147 ,.177 ,40 ,3 ,1 ,7 ,65 ,0 ,8 ,3 ,4.0 ,1 ,,,,,
Upper Iowa,2017,1,0,Sep 29 ,at Minot State  ,3 ,43 ,11 ,134 ,.239 ,38 ,2 ,4 ,2 ,65 ,1 ,12 ,0 ,7.0 ,1 ,,,,,
Upper Iowa,2017,1,0,Sep 30 ,at University of Mary  ,4 ,56 ,11 ,140 ,.321 ,56 ,3 ,2 ,5 ,62 ,2 ,30 ,0 ,17.0 ,2 ,,,,,
Upper Iowa,2017,1,0,Oct 06 ,at Bemidji State  ,3 ,48 ,18 ,128 ,.234 ,45 ,5 ,4 ,0 ,68 ,2 ,4 ,0 ,4.0 ,4 ,,,,,
Upper Iowa,2017,1,0,Oct 07 ,at Minnesota Crookston  ,3 ,47 ,13 ,141 ,.241 ,43 ,5 ,5 ,5 ,62 ,2 ,10 ,1 ,7.0 ,0 ,,,,,
Upper Iowa,2017,1,1,Oct 13 ,ST. CLOUD STATE  ,4 ,51 ,13 ,175 ,.217 ,48 ,3 ,7 ,3 ,96 ,1 ,12 ,1 ,7.0 ,2 ,,,,,
Upper Iowa,2017,0,1,Oct 14 ,MINNESOTA DULUTH  ,3 ,29 ,14 ,98 ,.153 ,28 ,3 ,0 ,3 ,30 ,2 ,16 ,2 ,10.0 ,0 ,,,,,
Upper Iowa,2017,1,1,Oct 20 ,SIOUX FALLS  ,3 ,37 ,11 ,93 ,.280 ,33 ,5 ,2 ,2 ,48 ,1 ,22 ,2 ,12.0 ,2 ,,,,,
Upper Iowa,2017,0,1,Oct 21 ,SMSU  ,4 ,33 ,25 ,143 ,.056 ,33 ,4 ,1 ,8 ,68 ,1 ,18 ,2 ,10.0 ,0 ,,,,,
Upper Iowa,2017,1,0,Oct 27 ,at Wayne State (Neb.)  ,5 ,76 ,21 ,185 ,.297 ,72 ,8 ,1 ,2 ,98 ,2 ,8 ,1 ,6.0 ,3 ,,,,,
Upper Iowa,2017,0,0,Oct 28 ,vs Augustana  ,5 ,67 ,24 ,223 ,.193 ,67 ,7 ,7 ,3 ,123 ,0 ,14 ,0 ,7.0 ,4 ,,,,,
Upper Iowa,2017,0,0,Oct 31 ,at Winona State  ,5 ,56 ,13 ,193 ,.223 ,56 ,5 ,3 ,5 ,100 ,1 ,20 ,1 ,11.0 ,0 ,,,,,
Upper Iowa,2017,1,1,Nov 03 ,UNIVERSITY OF MARY  ,3 ,40 ,11 ,90 ,.322 ,39 ,4 ,6 ,1 ,34 ,1 ,16 ,1 ,9.0 ,0 ,,,,,
Upper Iowa,2017,1,1,Nov 04 ,MINOT STATE  ,3 ,34 ,12 ,103 ,.214 ,31 ,8 ,3 ,2 ,55 ,1 ,14 ,0 ,8.0 ,0 ,,,,,
Upper Iowa,2017,0,0,Nov 10 ,at Northern State  ,3 ,38 ,15 ,121 ,.190 ,35 ,4 ,0 ,3 ,47 ,2 ,10 ,3 ,7.0 ,0 ,,,,,
Upper Iowa,2017,1,0,Nov 11 ,at MSU Moorhead  ,3 ,43 ,12 ,123 ,.252 ,41 ,0 ,3 ,3 ,68 ,1 ,10 ,1 ,6.0 ,0 ,,,,,
Upper Iowa,2017,0,0,Nov 15 ,at SMSU  ,4 ,41 ,16 ,138 ,.181 ,39 ,2 ,3 ,7 ,63 ,4 ,0 ,0 ,4.0 ,0 ,,,,,
Wayne St.,2019,1,0,09/20/19  ,at MSU Moorhead  ,3 ,43 ,8 ,97 ,.361 ,35 ,6 ,3 ,1 ,39 ,1 ,4 ,0 ,3.0 ,0 ,,,,,
Wayne St.,2019,0,0,09/21/19  ,at Northern St.  ,3 ,36 ,17 ,156 ,.122 ,34 ,0 ,3 ,3 ,67 ,0 ,14 ,2 ,7.0 ,0 ,,,,,
Wayne St.,2019,1,1,09/24/19  ,AUGUSTANA (SD)  ,4 ,62 ,18 ,166 ,.265 ,60 ,5 ,6 ,6 ,98 ,0 ,11 ,0 ,5.5 ,0 ,,,,,
Wayne St.,2019,1,1,09/27/19  ,MINOT ST.  ,3 ,37 ,13 ,105 ,.229 ,34 ,6 ,3 ,1 ,48 ,2 ,20 ,1 ,12.0 ,0 ,,,,,
Wayne St.,2019,1,1,09/28/19  ,MARY  ,3 ,37 ,9 ,113 ,.248 ,35 ,6 ,6 ,1 ,50 ,1 ,16 ,2 ,9.0 ,0 ,,,,,
Wayne St.,2019,1,1,10/04/19  ,MINNESOTA ST.  ,3 ,33 ,6 ,83 ,.325 ,33 ,9 ,3 ,5 ,41 ,2 ,12 ,0 ,8.0 ,1 ,,,,,
Wayne St.,2019,0,1,10/05/19  ,CONCORDIA-ST. PAUL  ,5 ,44 ,13 ,171 ,.181 ,40 ,4 ,8 ,10 ,85 ,2 ,14 ,3 ,9.0 ,5 ,,,,,
Wayne St.,2019,1,0,10/11/19  ,at Winona St.  ,4 ,52 ,12 ,132 ,.303 ,47 ,5 ,6 ,3 ,54 ,1 ,20 ,5 ,11.0 ,0 ,,,,,
Wayne St.,2019,1,0,10/12/19  ,at Upper Iowa  ,5 ,56 ,22 ,187 ,.182 ,54 ,5 ,4 ,5 ,98 ,1 ,23 ,1 ,12.5 ,1 ,,,,,
Wayne St.,2019,1,1,10/15/19  ,SOUTHWEST MINN. ST.  ,5 ,55 ,11 ,158 ,.278 ,51 ,6 ,10 ,6 ,67 ,0 ,18 ,0 ,9.0 ,1 ,,,,,
Wayne St.,2019,0,1,10/18/19  ,MINN. DULUTH  ,5 ,43 ,27 ,169 ,.095 ,40 ,3 ,5 ,3 ,66 ,3 ,12 ,1 ,9.0 ,0 ,,,,,
Wayne St.,2019,1,1,10/19/19  ,ST. CLOUD ST.  ,3 ,45 ,11 ,126 ,.270 ,38 ,6 ,6 ,6 ,50 ,0 ,22 ,0 ,11.0 ,1 ,,,,,
Wayne St.,2019,1,0,10/25/19  ,at Minn.-Crookston  ,3 ,41 ,8 ,92 ,.359 ,38 ,7 ,4 ,1 ,50 ,2 ,6 ,1 ,5.0 ,0 ,,,,,
Wayne St.,2019,0,0,10/26/19  ,at Bemidji St.  ,4 ,47 ,16 ,121 ,.256 ,46 ,7 ,5 ,3 ,43 ,5 ,8 ,3 ,9.0 ,3 ,,,,,
Wayne St.,2019,0,0,10/31/19  ,at Augustana (SD)  ,5 ,56 ,19 ,184 ,.201 ,53 ,4 ,7 ,3 ,101 ,2 ,12 ,0 ,8.0 ,0 ,,,,,
Wayne St.,2019,1,1,11/02/19  ,SIOUX FALLS  ,3 ,33 ,10 ,102 ,.225 ,33 ,7 ,7 ,1 ,50 ,2 ,22 ,0 ,13.0 ,0 ,,,,,
Wayne St.,2019,1,0,11/05/19  ,at Southwest Minn. St.  ,3 ,34 ,16 ,109 ,.165 ,31 ,6 ,2 ,2 ,53 ,1 ,22 ,0 ,12.0 ,4 ,,,,,
Wayne St.,2019,1,0,11/08/19  ,at Minot St.  ,3 ,44 ,11 ,127 ,.260 ,40 ,5 ,0 ,2 ,58 ,0 ,8 ,0 ,4.0 ,0 ,,,,,
Wayne St.,2019,1,0,11/09/19  ,at Mary  ,3 ,46 ,7 ,93 ,.419 ,41 ,7 ,4 ,3 ,49 ,1 ,18 ,2 ,10.0 ,0 ,,,,,
Wayne St.,2019,1,0,11/12/19  ,at Concordia-St. Paul  ,3 ,41 ,13 ,128 ,.219 ,38 ,2 ,5 ,3 ,62 ,1 ,16 ,2 ,9.0 ,0 ,,,,,
Wayne St.,2019,1,1,11/15/19  ,MSU MOORHEAD  ,3 ,43 ,7 ,95 ,.379 ,41 ,5 ,8 ,3 ,48 ,3 ,12 ,1 ,9.0 ,2 ,,,,,
Wayne St.,2019,0,1,11/16/19  ,NORTHERN ST.  ,4 ,57 ,18 ,166 ,.235 ,56 ,5 ,8 ,8 ,64 ,1 ,20 ,0 ,11.0 ,1 ,,,,,
Wayne St.,2019,0,0,11/22/19  ,vs St. Cloud St.  ,3 ,37 ,18 ,132 ,.144 ,36 ,2 ,5 ,4 ,44 ,0 ,14 ,1 ,7.0 ,0 ,,,,,
Wayne St.,2018,1,0,Sep 06 ,at Sioux Falls  ,5 ,46 ,17 ,170 ,.171 ,39 ,8 ,1 ,7 ,74 ,2 ,28 ,3 ,16.0 ,1 ,,,,,
Wayne St.,2018,0,1,Sep 08 ,SOUTHWEST MINNESOTA  ,5 ,58 ,19 ,196 ,.199 ,58 ,3 ,5 ,6 ,103 ,1 ,20 ,2 ,11.0 ,0 ,,,,,
Wayne St.,2018,1,0,Sep 11 ,at Augustana (SD)  ,3 ,47 ,13 ,126 ,.270 ,43 ,8 ,5 ,1 ,68 ,0 ,6 ,1 ,3.0 ,1 ,,,,,
Wayne St.,2018,0,1,Sep 14 ,CONCORDIA-ST. PAUL  ,3 ,27 ,11 ,92 ,.174 ,25 ,3 ,10 ,11 ,37 ,0 ,12 ,1 ,6.0 ,0 ,,,,,
Wayne St.,2018,1,1,Sep 15 ,MINNESOTA STATE  ,5 ,59 ,15 ,148 ,.297 ,55 ,4 ,5 ,7 ,63 ,0 ,16 ,2 ,8.0 ,0 ,,,,,
Wayne St.,2018,1,0,Sep 21 ,at Upper Iowa  ,3 ,35 ,10 ,156 ,.160 ,32 ,1 ,3 ,5 ,88 ,2 ,24 ,0 ,14.0 ,0 ,,,,,
Wayne St.,2018,0,0,Sep 22 ,at Winona State  ,4 ,37 ,23 ,166 ,.084 ,33 ,4 ,6 ,5 ,83 ,2 ,30 ,0 ,17.0 ,0 ,,,,,
Wayne St.,2018,1,0,Sep 28 ,at St. Cloud State  ,3 ,34 ,8 ,108 ,.241 ,29 ,6 ,3 ,6 ,56 ,1 ,20 ,3 ,11.0 ,2 ,,,,,
Wayne St.,2018,0,0,Sep 29 ,at Minnesota Duluth  ,3 ,26 ,21 ,102 ,.049 ,23 ,2 ,2 ,4 ,26 ,2 ,10 ,0 ,7.0 ,0 ,,,,,
Wayne St.,2018,1,1,Oct 05 ,BEMIDJI STATE  ,3 ,40 ,8 ,95 ,.337 ,36 ,9 ,4 ,2 ,44 ,1 ,10 ,1 ,6.0 ,1 ,,,,,
Wayne St.,2018,1,1,Oct 06 ,MINNESOTA CROOKSTON  ,3 ,40 ,7 ,93 ,.355 ,35 ,11 ,4 ,2 ,44 ,1 ,12 ,0 ,7.0 ,1 ,,,,,
Wayne St.,2018,1,1,Oct 09 ,AUGUSTANA (SD)  ,3 ,45 ,6 ,132 ,.295 ,43 ,5 ,5 ,2 ,63 ,1 ,12 ,3 ,7.0 ,1 ,,,,,
Wayne St.,2018,0,0,Oct 12 ,at Northern State  ,3 ,41 ,14 ,128 ,.211 ,39 ,2 ,4 ,2 ,46 ,1 ,4 ,1 ,3.0 ,0 ,,,,,
Wayne St.,2018,1,0,Oct 13 ,at MSU Moorhead  ,3 ,44 ,15 ,151 ,.192 ,43 ,2 ,3 ,1 ,85 ,1 ,18 ,2 ,10.0 ,0 ,,,,,
Wayne St.,2018,1,1,Oct 19 ,UNIVERSITY OF MARY  ,3 ,33 ,6 ,91 ,.297 ,31 ,11 ,2 ,2 ,47 ,2 ,14 ,0 ,9.0 ,1 ,,,,,
Wayne St.,2018,1,1,Oct 20 ,MINOT STATE  ,3 ,42 ,7 ,99 ,.354 ,40 ,6 ,8 ,2 ,53 ,0 ,18 ,1 ,9.0 ,0 ,,,,,
Wayne St.,2018,0,1,Oct 26 ,WINONA STATE  ,3 ,28 ,16 ,117 ,.103 ,27 ,2 ,5 ,5 ,57 ,0 ,16 ,0 ,8.0 ,1 ,,,,,
Wayne St.,2018,1,1,Oct 27 ,UPPER IOWA  ,5 ,58 ,21 ,222 ,.167 ,54 ,7 ,2 ,7 ,122 ,3 ,24 ,2 ,15.0 ,0 ,,,,,
Wayne St.,2018,0,0,Nov 02 ,at Minnesota State  ,3 ,29 ,13 ,123 ,.130 ,27 ,9 ,4 ,4 ,55 ,3 ,8 ,0 ,7.0 ,0 ,,,,,
Wayne St.,2018,1,0,Nov 03 ,at Concordia-St. Paul  ,4 ,58 ,11 ,133 ,.353 ,56 ,6 ,3 ,4 ,60 ,2 ,9 ,1 ,6.5 ,0 ,,,,,
Wayne St.,2018,0,0,Nov 06 ,at Southwest Minnesota  ,3 ,31 ,17 ,147 ,.095 ,27 ,1 ,5 ,3 ,68 ,2 ,12 ,0 ,8.0 ,1 ,,,,,
Wayne St.,2017,1,1,Sep 14 ,SIOUX FALLS  ,5 ,60 ,21 ,171 ,.228 ,53 ,6 ,8 ,7 ,69 ,2 ,24 ,2 ,14.0 ,2 ,,,,,
Wayne St.,2017,0,0,Sep 16 ,at Southwest Minnesota  ,3 ,21 ,14 ,90 ,.078 ,21 ,3 ,3 ,11 ,40 ,0 ,4 ,0 ,2.0 ,2 ,,,,,
Wayne St.,2017,1,1,Sep 19 ,AUGUSTANA (SD)  ,5 ,58 ,22 ,192 ,.188 ,55 ,5 ,8 ,5 ,77 ,0 ,14 ,5 ,7.0 ,1 ,,,,,
Wayne St.,2017,0,0,Sep 22 ,at Minnesota Duluth  ,4 ,29 ,20 ,123 ,.073 ,24 ,4 ,4 ,8 ,45 ,0 ,10 ,0 ,5.0 ,0 ,,,,,
Wayne St.,2017,0,0,Sep 23 ,at St. Cloud State  ,3 ,25 ,17 ,107 ,.075 ,24 ,1 ,3 ,4 ,44 ,0 ,8 ,1 ,4.0 ,0 ,,,,,
Wayne St.,2017,1,1,Sep 29 ,MINNESOTA CROOKSTON  ,3 ,47 ,13 ,140 ,.243 ,43 ,2 ,3 ,1 ,71 ,1 ,12 ,0 ,7.0 ,0 ,,,,,
Wayne St.,2017,1,1,Sep 30 ,BEMIDJI STATE  ,3 ,41 ,9 ,99 ,.323 ,35 ,6 ,3 ,4 ,46 ,5 ,14 ,3 ,12.0 ,0 ,,,,,
Wayne St.,2017,1,0,Oct 06 ,at University of Mary  ,3 ,32 ,12 ,85 ,.235 ,30 ,5 ,6 ,4 ,32 ,0 ,22 ,0 ,11.0 ,1 ,,,,,
Wayne St.,2017,1,0,Oct 07 ,at Minot State  ,4 ,59 ,11 ,158 ,.304 ,56 ,7 ,4 ,1 ,69 ,0 ,14 ,4 ,7.0 ,1 ,,,,,
Wayne St.,2017,0,1,Oct 13 ,NORTHERN STATE  ,5 ,63 ,23 ,191 ,.209 ,57 ,4 ,6 ,5 ,78 ,1 ,18 ,4 ,10.0 ,2 ,,,,,
Wayne St.,2017,1,1,Oct 14 ,MSU MOORHEAD  ,3 ,46 ,12 ,121 ,.281 ,44 ,2 ,4 ,2 ,63 ,1 ,16 ,4 ,9.0 ,0 ,,,,,
Wayne St.,2017,0,0,Oct 20 ,at Concordia-St. Paul  ,3 ,17 ,11 ,86 ,.070 ,16 ,0 ,3 ,13 ,35 ,0 ,6 ,2 ,3.0 ,1 ,,,,,
Wayne St.,2017,1,0,Oct 21 ,at Minnesota State  ,4 ,52 ,12 ,125 ,.320 ,50 ,8 ,7 ,7 ,53 ,4 ,2 ,4 ,5.0 ,0 ,,,,,
Wayne St.,2017,0,1,Oct 27 ,UPPER IOWA  ,5 ,65 ,16 ,185 ,.265 ,60 ,2 ,8 ,8 ,78 ,1 ,18 ,1 ,10.0 ,0 ,,,,,
