Team,Year,Win/Loss,Home/Away,Date,Opponent,SP,Kills,Errors,Attack Attempts,Hitting percentage,Assists,Service Aces,Service errors,Reception Errors,Digs,Block solo,Block assists,Blocking errors,Total Blocks,BHE,,,,,
Duluth,2019,1,1,10/26/19  ,SOUTHWEST MINN. ST.  ,5 ,54 ,23 ,161 ,.193 ,54 ,5 ,1 ,4 ,73 ,3 ,16 ,0 ,11.0 ,1 ,,,,,
Duluth,2019,0,0,10/31/19  ,at St. Cloud St.  ,4 ,59 ,36 ,186 ,.124 ,58 ,2 ,10 ,1 ,86 ,2 ,6 ,0 ,5.0 ,0 ,,,,,
Duluth,2019,1,1,11/02/19  ,MINN.-CROOKSTON  ,3 ,56 ,15 ,131 ,.313 ,47 ,2 ,4 ,2 ,65 ,0 ,6 ,0 ,3.0 ,1 ,,,,,
Duluth,2019,1,1,11/05/19  ,BEMIDJI ST.  ,4 ,67 ,23 ,150 ,.293 ,61 ,7 ,7 ,2 ,71 ,2 ,12 ,0 ,8.0 ,1 ,,,,,
Duluth,2019,1,1,11/08/19  ,CONCORDIA-ST. PAUL  ,4 ,54 ,22 ,157 ,.204 ,47 ,2 ,1 ,4 ,71 ,3 ,14 ,0 ,10.0 ,1 ,,,,,
Duluth,2019,1,1,11/09/19  ,MINNESOTA ST.  ,3 ,49 ,11 ,119 ,.319 ,46 ,2 ,4 ,0 ,65 ,2 ,8 ,0 ,6.0 ,2 ,,,,,
Duluth,2019,0,0,11/15/19  ,at Upper Iowa  ,5 ,62 ,34 ,162 ,.173 ,60 ,2 ,10 ,6 ,73 ,2 ,8 ,3 ,6.0 ,3 ,,,,,
Duluth,2019,0,0,11/16/19  ,at Winona St.  ,3 ,33 ,25 ,95 ,.084 ,31 ,0 ,4 ,4 ,28 ,1 ,8 ,1 ,5.0 ,0 ,,,,,
Duluth,2019,1,0,11/22/19  ,vs Augustana (SD)  ,4 ,59 ,28 ,168 ,.185 ,58 ,6 ,3 ,5 ,84 ,2 ,8 ,1 ,6.0 ,4 ,,,,,
Duluth,2019,0,0,11/23/19  ,vs Concordia-St. Paul  ,5 ,60 ,33 ,165 ,.164 ,58 ,7 ,7 ,7 ,65 ,0 ,12 ,3 ,6.0 ,1 ,,,,,
Duluth,2019,0,0,Dec 06 ,vs Concordia-St. Paul  ,3 ,46 ,24 ,124 ,.177 ,45 ,0 ,5 ,3 ,53 ,1 ,2 ,3 ,2.0 ,0 ,,,,,
Duluth,2018,1,1,Sept 6 ,BEMIDJI STATE  ,3 ,47 ,16 ,110 ,.282 ,45 ,7 ,3 ,2 ,60 ,2 ,2 ,1 ,3.0 ,2 ,,,,,
Duluth,2018,1,0,Sep 08 ,at Minnesota Crookston  ,3 ,47 ,13 ,99 ,.343 ,47 ,4 ,5 ,0 ,52 ,0 ,14 ,1 ,7.0 ,0 ,,,,,
Duluth,2018,0,0,Sep 11 ,at St. Cloud State  ,3 ,34 ,20 ,114 ,.123 ,34 ,0 ,6 ,4 ,40 ,1 ,8 ,2 ,5.0 ,0 ,,,,,
Duluth,2018,1,0,Sep 14 ,at Minot State  ,3 ,51 ,13 ,120 ,.317 ,50 ,2 ,1 ,3 ,53 ,1 ,6 ,7 ,4.0 ,0 ,,,,,
Duluth,2018,1,0,Sep 15 ,at University of Mary  ,3 ,36 ,12 ,79 ,.304 ,31 ,8 ,6 ,0 ,37 ,0 ,16 ,0 ,8.0 ,0 ,,,,,
Duluth,2018,1,1,Sep 21 ,MSU MOORHEAD  ,4 ,60 ,27 ,164 ,.201 ,59 ,7 ,9 ,3 ,79 ,3 ,14 ,2 ,10.0 ,1 ,,,,,
Duluth,2018,1,1,Sep 22 ,NORTHERN STATE  ,5 ,70 ,20 ,190 ,.263 ,70 ,4 ,6 ,5 ,85 ,1 ,26 ,2 ,14.0 ,0 ,,,,,
Duluth,2018,1,1,Sep 28 ,AUGUSTANA  ,3 ,51 ,8 ,91 ,.473 ,50 ,2 ,6 ,1 ,51 ,2 ,10 ,3 ,7.0 ,1 ,,,,,
Duluth,2018,1,1,Sep 29 ,WAYNE STATE COLLEGE  ,3 ,48 ,12 ,93 ,.387 ,46 ,4 ,4 ,2 ,49 ,0 ,10 ,0 ,5.0 ,1 ,,,,,
Duluth,2018,1,1,Oct 03 ,CONCORDIA-ST. PAUL  ,3 ,49 ,16 ,112 ,.295 ,47 ,4 ,4 ,6 ,52 ,3 ,18 ,2 ,12.0 ,1 ,,,,,
Duluth,2018,0,0,Oct 05 ,at Southwest Minnesota  ,4 ,62 ,28 ,162 ,.210 ,56 ,5 ,3 ,8 ,56 ,0 ,8 ,0 ,4.0 ,0 ,,,,,
Duluth,2018,1,0,Oct 06 ,at Sioux Falls  ,3 ,50 ,14 ,100 ,.360 ,46 ,2 ,2 ,0 ,36 ,0 ,16 ,1 ,8.0 ,3 ,,,,,
Duluth,2018,1,1,Oct 09 ,ST. CLOUD STATE  ,4 ,60 ,18 ,127 ,.331 ,58 ,2 ,3 ,3 ,61 ,3 ,22 ,0 ,14.0 ,0 ,,,,,
Duluth,2018,1,1,Oct 12 ,WINONA STATE  ,3 ,49 ,13 ,113 ,.319 ,48 ,4 ,6 ,0 ,59 ,0 ,6 ,0 ,3.0 ,1 ,,,,,
Duluth,2018,1,1,Oct 13 ,UPPER IOWA  ,3 ,56 ,14 ,127 ,.331 ,53 ,5 ,3 ,3 ,58 ,3 ,8 ,0 ,7.0 ,1 ,,,,,
Duluth,2018,1,0,Oct 19 ,at Minnesota State  ,3 ,43 ,20 ,104 ,.221 ,41 ,6 ,4 ,1 ,50 ,5 ,4 ,0 ,7.0 ,0 ,,,,,
Duluth,2018,0,0,Oct 20 ,at Concordia-St. Paul  ,4 ,58 ,18 ,151 ,.265 ,56 ,2 ,7 ,8 ,59 ,3 ,14 ,2 ,10.0 ,2 ,,,,,
Duluth,2018,1,0,Oct 26 ,at Northern State  ,5 ,69 ,31 ,178 ,.213 ,67 ,4 ,3 ,1 ,81 ,4 ,20 ,1 ,14.0 ,0 ,,,,,
Duluth,2018,1,0,Oct 27 ,at MSU Moorhead  ,4 ,59 ,20 ,132 ,.295 ,57 ,8 ,2 ,1 ,48 ,1 ,12 ,0 ,7.0 ,0 ,,,,,
Duluth,2018,1,1,Nov 02 ,UNIVERSITY OF MARY  ,3 ,47 ,11 ,91 ,.396 ,42 ,5 ,6 ,5 ,41 ,0 ,14 ,1 ,7.0 ,1 ,,,,,
Duluth,2018,1,1,Nov 03 ,MINOT STATE  ,3 ,53 ,9 ,100 ,.440 ,46 ,4 ,1 ,1 ,48 ,0 ,10 ,0 ,5.0 ,0 ,,,,,
Duluth,2018,1,1,Nov 06 ,UPPER IOWA  ,4 ,67 ,26 ,180 ,.228 ,63 ,5 ,6 ,0 ,97 ,1 ,17 ,1 ,9.5 ,3 ,,,,,
Duluth,2018,1,1,Nov 09 ,SIOUX FALLS  ,3 ,42 ,12 ,100 ,.300 ,40 ,5 ,4 ,3 ,40 ,2 ,14 ,5 ,9.0 ,2 ,,,,,
Duluth,2018,1,1,Nov 10 ,SOUTHWEST MINNESOTA  ,4 ,61 ,15 ,137 ,.336 ,61 ,7 ,3 ,3 ,47 ,3 ,16 ,2 ,11.0 ,1 ,,,,,
Duluth,2017,1,1,Sep 14 ,MINNESOTA CROOKSTON  ,3 ,48 ,11 ,98 ,.378 ,45 ,4 ,4 ,1 ,42 ,0 ,10 ,0 ,5.0 ,0 ,,,,,
Duluth,2017,1,0,Sep 13 ,at Bemidji State  ,3 ,45 ,10 ,96 ,.365 ,42 ,9 ,4 ,3 ,40 ,3 ,6 ,0 ,6.0 ,1 ,,,,,
Duluth,2017,1,1,Sep 19 ,ST. CLOUD STATE  ,3 ,49 ,11 ,112 ,.339 ,48 ,2 ,2 ,1 ,62 ,0 ,18 ,1 ,9.0 ,0 ,,,,,
Duluth,2017,1,1,Sep 22 ,WAYNE STATE COLLEGE  ,4 ,59 ,16 ,126 ,.341 ,57 ,8 ,13 ,4 ,65 ,1 ,12 ,0 ,7.0 ,0 ,,,,,
Duluth,2017,1,1,Sep 23 ,AUGUSTANA  ,4 ,68 ,12 ,161 ,.348 ,65 ,4 ,3 ,6 ,75 ,1 ,16 ,0 ,9.0 ,0 ,,,,,
Duluth,2017,1,0,Sep 29 ,at Sioux Falls  ,3 ,55 ,21 ,103 ,.330 ,50 ,7 ,6 ,3 ,30 ,0 ,12 ,5 ,6.0 ,1 ,,,,,
Duluth,2017,0,0,Sep 30 ,at Southwest Minnesota  ,3 ,45 ,16 ,92 ,.315 ,45 ,5 ,4 ,6 ,35 ,1 ,4 ,0 ,3.0 ,0 ,,,,,
Duluth,2017,1,1,Oct 06 ,MINNESOTA STATE  ,3 ,44 ,10 ,97 ,.351 ,41 ,7 ,8 ,4 ,43 ,2 ,14 ,1 ,9.0 ,0 ,,,,,
Duluth,2017,1,1,Oct 07 ,CONCORDIA-ST. PAUL  ,4 ,71 ,19 ,164 ,.317 ,63 ,3 ,5 ,4 ,80 ,2 ,10 ,4 ,7.0 ,1 ,,,,,
Duluth,2017,1,0,Oct 13 ,at Winona State  ,5 ,72 ,22 ,176 ,.284 ,66 ,6 ,6 ,5 ,77 ,0 ,12 ,0 ,6.0 ,0 ,,,,,
Duluth,2017,1,0,Oct 14 ,at Upper Iowa  ,3 ,55 ,26 ,123 ,.236 ,54 ,3 ,5 ,3 ,51 ,0 ,6 ,3 ,3.0 ,0 ,,,,,
Duluth,2017,1,1,Oct 20 ,MINOT STATE  ,3 ,45 ,5 ,82 ,.488 ,43 ,5 ,5 ,1 ,46 ,2 ,8 ,1 ,6.0 ,1 ,,,,,
Duluth,2017,1,1,Oct 21 ,MARY  ,3 ,35 ,9 ,76 ,.342 ,34 ,3 ,9 ,4 ,30 ,2 ,22 ,1 ,13.0 ,3 ,,,,,
Duluth,2017,0,0,Oct 27 ,at MSU Moorhead  ,5 ,68 ,40 ,197 ,.142 ,64 ,5 ,4 ,5 ,91 ,5 ,6 ,3 ,8.0 ,0 ,,,,,
Duluth,2017,0,0,Oct 28 ,at Northern State  ,3 ,43 ,27 ,136 ,.118 ,40 ,3 ,1 ,3 ,67 ,0 ,10 ,3 ,5.0 ,0 ,,,,,
Duluth,2017,1,0,Oct 31 ,at St. Cloud State  ,3 ,48 ,11 ,118 ,.314 ,44 ,9 ,6 ,3 ,54 ,4 ,8 ,2 ,8.0 ,1 ,,,,,
Duluth,2017,1,1,Nov 03 ,SOUTHWEST MINNESOTA  ,4 ,64 ,17 ,130 ,.362 ,59 ,4 ,3 ,4 ,59 ,1 ,18 ,6 ,10.0 ,1 ,,,,,
Duluth,2017,1,1,Nov 04 ,SIOUX FALLS  ,4 ,56 ,19 ,152 ,.243 ,51 ,1 ,8 ,4 ,62 ,2 ,20 ,2 ,12.0 ,1 ,,,,,
Duluth,2017,0,0,Nov 10 ,at Augustana  ,4 ,53 ,36 ,152 ,.112 ,51 ,4 ,3 ,1 ,66 ,0 ,10 ,1 ,5.0 ,4 ,,,,,
Duluth,2017,1,0,Nov 11 ,at Wayne State College  ,5 ,79 ,28 ,186 ,.274 ,76 ,4 ,14 ,7 ,87 ,1 ,12 ,7 ,7.0 ,0 ,,,,,
Duluth,2017,1,0,Nov 15 ,WINONA STATE  ,5 ,63 ,18 ,152 ,.296 ,58 ,7 ,5 ,2 ,65 ,0 ,16 ,1 ,8.0 ,3 ,,,,,
Duluth,2017,0,1,Nov 18 ,at Concordia-St. Paul  ,5 ,61 ,27 ,169 ,.201 ,58 ,6 ,7 ,12 ,72 ,1 ,20 ,1 ,11.0 ,3 ,,,,,
Duluth,2017,1,0,Nov 30 ,vs Northern State  ,5 ,71 ,27 ,184 ,.239 ,66 ,7 ,5 ,4 ,84 ,0 ,20 ,1 ,10.0 ,0 ,,,,,
Duluth,2017,1,0,Dec 01 ,at Southwest Minnesota  ,3 ,48 ,13 ,114 ,.307 ,45 ,3 ,6 ,6 ,55 ,0 ,14 ,5 ,7.0 ,0 ,,,,,
Mankato,2019,1,1,9/20,BEMIDJI ST.  ,4,51,17.00,117.00,0.291,47,10,9,7,40,3,4,1,5,2,,,,,
Mankato,2019,1,0,9/21,UM CROOKSTON  ,4,63,17.00,134.00,0.343,60,10,13,7,58,0,4,0,2,0,,,,,
Mankato,2019,0,1,9/27,ST. CLOUD ST.  ,3,33,16.00,112.00,0.152,30,1,6,5,36,4,4,6,6,0,,,,,
Mankato,2019,0,1,9/28,MINN. DULUTH  ,4,45,16.00,144.00,0.201,42,2,7,5,60,6,8,1,10,2,,,,,
Mankato,2019,0,0,10/4,WAYNE ST. (NE)  ,3,38,21.00,102.00,0.167,37,5,10,9,40,0,6,0,3,1,,,,,
Mankato,2019,0,0,10/5,AUGUSTANA,3,39,19.00,115.00,0.174,36,1,4,4,46,1,2,0,2,5,,,,,
Mankato,2019,1,1,10/11,SIOUX FALLS  ,3,40,9.00,114.00,0.272,37,2,6,4,45,7,4,0,9,1,,,,,
Mankato,2019,1,1,10/12,SOUTHWEST MINN. ST.  ,3,42,16.00,97.00,0.268,41,4,4,5,45,6,10,1,11,0,,,,,
Mankato,2019,1,0,10/15,UPPER IOWA  ,4,55,23.00,135.00,0.237,54,9,7,3,63,0,8,4,4,1,,,,,
Mankato,2019,1,0,10/18,MARY  ,3,44,14.00,101.00,0.297,37,2,8,2,43,1,10,1,6,0,,,,,
Mankato,2019,1,0,10/19,MINOT ST.  ,3,54,10.00,119.00,0.370,46,1,5,3,47,0,14,0,7,0,,,,,
Mankato,2019,0,1,10/25,NORTHERN ST.  ,4,50,15.00,138.00,0.254,46,3,5,2,57,4,4,1,6,5,,,,,
Mankato,2019,1,1,10/26,MSU MOORHEAD  ,3,54,12.00,106.00,0.396,47,4,2,6,47,0,8,1,4,2,,,,,
Mankato,2019,0,1,10/31,CONCORDIA-ST. PAUL  ,3,35,21.00,119.00,0.118,34,3,1,5,54,4,6,0,7,1,,,,,
Mankato,2019,0,0,11/2,WINONA ST.  ,4,46,20.00,145.00,0.179,46,5,11,6,57,0,18,2,9,0,,,,,
Mankato,2019,0,1,11/4,UPPER IOWA  ,3,41,14.00,118.00,0.229,36,3,3,5,53,1,10,0,6,4,,,,,
Mankato,2019,1,0,11/8,ST. CLOUD ST.  ,5,59,26.00,182.00,0.181,58,4,5,8,85,0,14,4,7,1,,,,,
Mankato,2019,0,0,11/9,MINN. DULUTH  ,3,35,13.00,121.00,0.182,31,0,5,2,53,0,10,0,5,2,,,,,
Mankato,2019,1,1,11/15,BEMIDJI ST.  ,3,43,8.00,85.00,0.412,40,8,3,5,43,5,4,1,7,2,,,,,
Mankato,2019,1,1,11/16,UM CROOKSTON  ,3,46,8.00,106.00,0.358,42,6,6,2,59,1,8,1,5,0,,,,,
Mankato,2018,1,0,9/6,WINONA ST.  ,5,63,18.00,153.00,0.294,61,8,11,4,55,2,16,0,10,0,,,,,
Mankato,2018,1,1,9/8,UPPER IOWA  ,5,63,30.00,196.00,0.168,60,8,2,5,96,5,10,1,10,1,,,,,
Mankato,2018,0,1,9/11,CONCORDIA-ST. PAUL  ,3,34,18.00,95.00,0.168,34,0,7,4,33,6,8,5,10,2,,,,,
Mankato,2018,1,0,9/14,AUGUSTANA,4,48,21.00,137.00,0.197,48,10,7,7,70,1,18,1,10,3,,,,,
Mankato,2018,0,0,9/15,WAYNE ST. (NE)  ,5,67,28.00,172.00,0.227,64,7,8,4,58,0,14,2,7,0,,,,,
Mankato,2018,0,1,9/21,SOUTHWEST MINN. ST.  ,4,50,19.00,150.00,0.207,49,5,4,9,77,4,6,1,7,1,,,,,
Mankato,2018,0,1,9/22,SIOUX FALLS  ,4,53,24.00,134.00,0.216,51,9,2,7,52,5,4,2,7,2,,,,,
Mankato,2018,1,0,9/28,MSU MOORHEAD  ,3,44,11.00,94.00,0.351,41,9,6,0,50,2,10,1,7,0,,,,,
Mankato,2018,0,0,9/29,NORTHERN ST.  ,4,51,17.00,141.00,0.241,51,3,10,5,53,1,24,3,13,0,,,,,
Mankato,2018,1,1,10/5,MINOT ST.  ,3,44,14.00,110.00,0.273,44,5,2,2,44,5,6,4,8,1,,,,,
Mankato,2018,1,1,10/6,MARY  ,3,41,15.00,104.00,0.250,41,8,6,7,46,5,2,1,6,1,,,,,
Mankato,2018,0,0,10/9,CONCORDIA-ST. PAUL  ,4,50,27.00,139.00,0.165,50,0,8,4,47,1,16,4,9,0,,,,,
Mankato,2018,1,0,10/12,UM CROOKSTON  ,4,58,9.00,144.00,0.340,57,6,11,5,79,3,10,1,8,0,,,,,
Mankato,2018,1,0,10/13,BEMIDJI ST.  ,3,37,19.00,105.00,0.171,36,8,9,4,41,3,8,1,7,4,,,,,
Mankato,2018,0,1,10/19,MINN. DULUTH  ,3,32,19.00,105.00,0.124,29,1,5,6,36,5,8,0,9,2,,,,,
Mankato,2018,1,1,10/20,ST. CLOUD ST.  ,5,63,23.00,205.00,0.195,60,6,9,9,103,9,10,6,14,3,,,,,
Mankato,2018,0,0,10/26,SIOUX FALLS  ,4,62,19.00,139.00,0.309,56,2,9,8,49,0,8,2,4,2,,,,,
Mankato,2018,0,0,10/27,SOUTHWEST MINN. ST.  ,3,23,19.00,91.00,0.044,20,2,4,12,29,0,4,0,2,0,,,,,
Mankato,2018,1,1,11/2,WAYNE ST. (NE)  ,3,54,20.00,136.00,0.250,50,4,7,9,71,2,2,1,3,0,,,,,
Mankato,2018,1,1,11/3,AUGUSTANA,4,59,20.00,152.00,0.257,57,5,8,3,86,5,4,4,7,2,,,,,
Mankato,2018,0,0,11/6,NORTHERN ST.  ,5,63,30.00,187.00,0.176,63,5,6,7,86,3,16,1,11,0,,,,,
Mankato,2017,1,1,9/9,UM CROOKSTON  ,3,44,9.00,96.00,0.365,42,6,5,3,54,1,6,0,4,0,,,,,
Mankato,2017,0,1,9/14,WINONA ST.  ,3,32,20.00,112.00,0.107,29,7,3,9,46,1,6,3,4,0,,,,,
Mankato,2017,0,0,9/16,UPPER IOWA  ,4,51,27.00,152.00,0.158,49,10,9,6,65,0,6,5,3,2,,,,,
Mankato,2017,0,0,9/19,CONCORDIA-ST. PAUL  ,4,42,19.00,123.00,0.187,41,8,9,10,60,2,16,2,10,4,,,,,
Mankato,2017,1,1,9/22,MARY  ,3,39,11.00,90.00,0.311,37,7,5,4,40,5,4,1,7,1,,,,,
Mankato,2017,1,1,9/23,MINOT ST.  ,3,45,11.00,90.00,0.378,43,8,4,2,30,3,2,1,4,1,,,,,
Mankato,2017,0,0,9/29,NORTHERN ST.  ,3,29,21.00,119.00,0.067,28,6,5,5,44,1,6,2,4,0,,,,,
Mankato,2017,1,0,9/30,MSU MOORHEAD  ,5,65,24.00,188.00,0.218,62,6,14,7,89,2,14,0,9,0,,,,,
Mankato,2017,0,0,10/6,MINN. DULUTH  ,3,32,20.00,102.00,0.118,28,4,2,7,39,1,6,1,4,0,,,,,
Mankato,2017,0,0,10/7,ST. CLOUD ST.  ,5,54,28.00,167.00,0.156,53,6,12,8,77,0,16,0,8,4,,,,,
Mankato,2017,1,1,10/13,UM CROOKSTON  ,4,55,21.00,146.00,0.233,52,10,12,1,45,4,10,5,9,4,,,,,
Mankato,2017,1,1,10/14,BEMIDJI ST.  ,3,42,15.00,81.00,0.333,41,9,4,1,27,3,6,2,6,2,,,,,
Mankato,2017,0,1,10/20,AUGUSTANA,4,54,22.00,173.00,0.185,52,7,6,8,80,5,8,1,9,3,,,,,
Mankato,2017,0,1,10/21,WAYNE ST. (NE)  ,4,57,16.00,130.00,0.315,57,7,13,8,55,0,4,4,2,1,,,,,
Mankato,2017,0,0,10/27,SOUTHWEST MINN. ST.  ,3,26,18.00,75.00,0.107,26,3,3,8,27,1,2,0,2,4,,,,,
Mankato,2017,1,0,10/28,SIOUX FALLS  ,3,39,8.00,95.00,0.326,35,8,10,3,48,0,16,2,8,0,,,,,
Mankato,2017,0,1,10/31,CONCORDIA-ST. PAUL  ,4,49,18.00,144.00,0.215,47,4,11,5,56,4,4,4,6,4,,,,,
Mankato,2017,1,1,11/3,MSU MOORHEAD  ,3,51,13.00,116.00,0.328,48,5,5,3,51,2,6,3,5,6,,,,,
Mankato,2017,0,1,11/4,NORTHERN ST.  ,3,37,15.00,113.00,0.195,34,3,7,4,39,1,10,0,6,4,,,,,
Mankato,2017,1,0,11/10,MINOT ST.  ,4,58,13.00,126.00,0.357,54,7,7,6,55,2,12,0,8,2,,,,,
Mankato,2017,1,0,11/11,MARY  ,3,44,9.00,100.00,0.350,41,6,7,3,45,1,12,1,7,1,,,,,
Moorhead,2019,0,1,9/20,WAYNE St,3,26,14.00,84.00,0.143,25,1,7,6,37,0,9,0,4.5,0,,,,,
Moorhead,2019,0,1,9/21,AUGUSTANA,4,32,18.00,123.00,0.114,30,3,3,8,49,1,16,2,9,0,,,,,
Moorhead,2019,0,1,9/27,SIOUX FALLS  ,3,29,17.00,95.00,0.126,28,2,8,8,32,0,6,2,3,5,,,,,
Moorhead,2019,0,1,9/29,SOUTHWEST MINN. ST.  ,3,32,9.00,100.00,0.230,31,3,1,3,44,0,10,0,5,1,,,,,
Moorhead,2019,1,1,10/4,BEMIDJI ST.  ,4,50,16.00,135.00,0.252,46,4,6,5,65,5,10,0,10,0,,,,,
Moorhead,2019,1,1,10/5,UM CROOKSTON  ,4 ,56,21.00,161.00,0.217,46,7,4,4,72,1,16,0,9,0,,,,,
Moorhead,2019,0,0,10/11,ST. CLOUD ST.  ,3,25,11.00,107.00,0.131,22,1,3,12,44,1,10,0,6,0,,,,,
Moorhead,2019,0,0,10/12,MINN. DULUTH  ,3,30,13.00,99.00,0.172,27,4,5,2,32,2,10,0,7,0,,,,,
Moorhead,2019,1,1,10/15,MARY  ,4,47,20.00,146.00,0.185,45,4,10,5,70,4,4,0,6,0,,,,,
Moorhead,2019,0,1,10/18,UPPER IOWA  ,4,45,18.00,150.00,0.180,42,6,4,3,64,1,14,1,8,0,,,,,
Moorhead,2019,0,1,10/19,WINONA ST.  ,3,20,13.00,81.00,0.086,18,1,3,9,28,1,4,0,3,0,,,,,
Moorhead,2019,0,0,10/25/19  ,CONCORDIA-ST. PAUL  ,3,27,17.00,86.00,0.116,24,1,6,8,30,0,0,0,0,1,,,,,
Moorhead,2019,0,0,10/26,MINNESOTA ST.  ,3,31,10.00,98.00,0.214,30,6,3,4,27,4,0,0,4,3,,,,,
Moorhead,2019,0,1,10/31,NORTHERN ST.  ,3,24,19.00,86.00,0.058,24,2,5,6,27,1,2,0,2,0,,,,,
Moorhead,2019,0,0,11/2,MINOT ST.  ,4,47,25.00,155.00,0.142,44,4,3,1,56,1,6,0,4,0,,,,,
Moorhead,2019,1,0,11/5,MARY  ,4,52,23.00,151.00,0.192,50,9,5,10,67,0,16,3,8,0,,,,,
Moorhead,2019,0,1,11/8,SIOUX FALLS  ,4,51,17.00,121.00,0.281,50,1,8,6,39,1,6,0,4,0,,,,,
Moorhead,2019,0,1,11/9,SOUTHWEST MINN. ST.  ,3,25,17.00,85.00,0.094,23,4,3,12,27,2,4,0,4,0,,,,,
Moorhead,2019,0,0,11/15,WAYNE St,3,27,18.00,102.00,0.089,23,3,6,5,40,0,4,0,2,3,,,,,
Moorhead,2019,0,0,11/16,AUGUSTANA,4,43,20.00,140.00,0.164,42,9,7,5,64,0,6,0,3,2,,,,,
Moorhead,2018,1,0,"Nov 02, 2018  ",MINN.-CROOKSTON  ,4,63,22.00,182.00,0.225,58,4,4,4,94,4,0,0,4,0,,,,,
Moorhead,2018,1,0,"Nov 02, 2018  ",BEMIDJI ST.  ,5,64,27.00,218.00,0.170,63,4,5,5,100,5,14,1,12,1,,,,,
Moorhead,2018,0,1,"Oct 27, 2018  ",MINN. DULUTH  ,4,39,21.00,114.00,0.158,38,1,5,8,47,0,16,4,8,0,,,,,
Moorhead,2018,0,1,"Oct 26, 2018  ",St. CLOUD ST.  ,3,28,17.00,126.00,0.087,28,3,2,8,61,2,14,0,9,0,,,,,
Moorhead,2018,0,0,"Oct 20, 2018  ",SIOUX FALLS  ,3,28,18.00,96.00,0.104,26,5,2,8,42,3,4,0,5,1,,,,,
Moorhead,2018,0,0,"Oct 19, 2018  ",SOUTHWEST MINN. ST.  ,4,32,16.00,105.00,0.152,32,1,0,10,46,0,10,0,5,0,,,,,
Moorhead,2018,0,1,"Oct 13, 2018  ",WAYNE St,3,30,22.00,149.00,0.054,29,1,2,2,81,1,8,0,5,0,,,,,
Moorhead,2018,0,1,"Oct 12, 2018  ",AUGUSTANA,4,48,17.00,171.00,0.181,43,3,5,11,86,4,12,1,10,0,,,,,
Moorhead,2018,0,1,"Oct 09, 2018  ",NORTHERN ST.  ,3,31,16.00,103.00,0.147,29,3,2,8,36,0,14,2,7,0,,,,,
Moorhead,2018,0,0,"Oct 06, 2018  ",UPPER IOWA  ,3,26,15.00,115.00,0.096,23,0,3,4,46,1,6,0,4,4,,,,,
Moorhead,2018,0,0,"Oct 05, 2018  ",WINONA ST.  ,4,40,18.00,147.00,0.150,35,3,7,2,63,1,20,1,11,0,,,,,
Moorhead,2018,0,1,"Sep 29, 2018  ",CONCORDIA-ST. PAUL  ,3,26,9.00,97.00,0.175,24,2,3,3,39,2,6,0,5,0,,,,,
Moorhead,2018,0,1,"Sep 28, 2018  ",MINNESOTA STATE  ,3,27,15.00,103.00,0.117,24,0,5,9,33,0,8,1,4,0,,,,,
Moorhead,2018,1,0,"Sep 22, 2018  ",St. CLOUD ST.  ,4,49,21.00,178.00,0.157,49,1,2,1,98,0,34,4,17,5,,,,,
Moorhead,2018,0,0,"Sep 21, 2018  ",MINN. DULUTH  ,4,34,19.00,143.00,0.105,33,3,10,7,69,0,20,0,10,4,,,,,
Moorhead,2018,1,1,"Sep 15, 2018  ",BEMIDJI ST.  ,5,62,21.00,173.00,0.237,57,16,3,6,94,5,12,4,11,0,,,,,
Moorhead,2018,1,1,"Sep 14, 2018  ",UM CROOKSTON  ,4,54,28.00,178.00,0.146,51,3,9,8,84,2,4,5,4,0,,,,,
Moorhead,2018,0,0,"Sep 11, 2018  ",NORTHERN ST.  ,3,18,18.00,94.00,0.000,17,3,3,8,34,0,10,0,5,0,,,,,
Moorhead,2018,1,0,"Sep 08, 2018  ",MARY  ,3,40,17.00,106.00,0.217,38,5,4,5,50,2,18,3,11,2,,,,,
Moorhead,2018,1,0,"Sep 06, 2018  ",MINOT ST.  ,3,56,12.00,116.00,0.379,48,3,5,3,49,2,16,0,10,0,,,,,
Moorhead,2017,1,0,9/16,MARY  ,4,49,23.00,142.00,0.183,47,8,6,6,72,3,34,0,20,0,,,,,
Moorhead,2017,1,1,9/14,MINOT ST.  ,3,40,8.00,110.00,0.291,36,6,5,2,43,3,10,4,8,1,,,,,
Moorhead,2017,0,1,9/19,NORTHERN ST.  ,3,28,20.00,101.00,0.079,25,0,1,0,34,0,6,0,3,0,,,,,
Moorhead,2017,0,0,9/22,UPPER IOWA  ,3,23,22.00,118.00,0.008,23,1,6,4,64,2,12,2,8,2,,,,,
Moorhead,2017,0,0,9/23,WINONA ST.  ,3,30,5.00,89.00,0.281,28,1,2,2,37,2,8,0,6,0,,,,,
Moorhead,2017,0,1,9/29,CONCORDIA-ST. PAUL  ,4,48,19.00,156.00,0.186,46,2,4,2,79,2,20,1,12,0,,,,,
Moorhead,2017,0,1,9/30,MINNESOTA ST.  ,5,46,22.00,171.00,0.140,45,7,2,6,77,2,22,1,13,0,,,,,
Moorhead,2017,0,1,10/6,SOUTHWEST MINN. ST.  ,3,27,16.00,105.00,0.105,27,4,1,8,47,1,4,0,3,0,,,,,
Moorhead,2017,0,1,10/7,SIOUX FALLS  ,4,38,23.00,137.00,0.109,37,9,7,8,53,3,8,0,7,0,,,,,
